,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text
0,Parc Serge-Garant,ChdDSUhNMG9nS0VJQ0FnSURRaFpMV2tnRRAB,Vg G,https://www.google.com/maps/contrib/114092399265107358982/reviews?hl=en-CA,3 years ago,2021-06-24 15:37:28.406047,2.0,755,Small park where you can enjoy some paintings.
1,Parc Serge-Garant,ChZDSUhNMG9nS0VJQ0FnSURnejZHWU1BEAE,Jacques Morin,https://www.google.com/maps/contrib/111608624293965884799/reviews?hl=en-CA,2 years ago,2021-06-24 15:37:28.407433,3.0,7,
